# **Serves:** journal TOOL-dDerivedDocket-11
# triage worksheet · computed at b8a773375bf26c48004a06c303d2968963370bc3 · signed none · design-named none
id	home	source	legacy	derived	proposal	evidence	basis	dead_pointer
TOOL-aScouredKit-18	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:324	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-19	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:325	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-21	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:327	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-22	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:328	OPEN	OPEN	none	-	none	no
TOOL-aScouredKit-23	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:329	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-24	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:330	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-26	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:332	OPEN	OPEN	CLOSED	86148e20b11830014150f9927599c12207e0e147	commit-names-ask	yes
TOOL-aScouredKit-27	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:333	OPEN	OPEN	CLOSED	4699cce60ccba3abd45a19cb040ee6380582bd28	commit-names-ask	yes
TOOL-aScouredKit-28	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:334	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-29	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:335	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-33	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:336	OPEN	OPEN	none	-	none	yes
TOOL-aScouredKit-34	memory/builds/aScouredKit/BACKLOG.md	memory/backlog/TOOL.md:337	OPEN	OPEN	none	-	none	yes
TOOL-aSealedCaravan-1	memory/builds/aSealedCaravan/BACKLOG.md	memory/backlog/TOOL.md:108	OPEN	OPEN	CLOSED	f54143f1e749bd917e9b3b77fc5369cc8c3f6da9	commit-names-ask	no
TOOL-aSealedCaravan-2	memory/builds/aSealedCaravan/BACKLOG.md	memory/backlog/TOOL.md:124	OPEN	OPEN	none	-	none	no
TOOL-aSealedCaravan-4	memory/builds/aSealedCaravan/BACKLOG.md	memory/backlog/TOOL.md:125	OPEN	OPEN	none	-	none	no
TOOL-aStagedLane-5	memory/builds/aStagedLane/BACKLOG.md	memory/backlog/TOOL.md:404	OPEN	OPEN	none	-	none	yes
TOOL-aStandingWrit-1	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:110	SPECCED	OPEN	none	-	none	no
TOOL-aStandingWrit-2	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:111	OPEN	OPEN	CLOSED	eb6a47c8403b9e20e5f35c2a49f1445571d7efd5	commit-names-ask	no
TOOL-aStandingWrit-5	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:112	OPEN	OPEN	none	-	none	no
TOOL-aStandingWrit-6	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:113	OPEN	OPEN	CLOSED	9b46b64b3197658c02c8a56a4882d4c357feda8c	commit-names-ask	no
TOOL-aStandingWrit-7	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:114	OPEN	OPEN	none	-	none	no
TOOL-aStandingWrit-9	memory/builds/aStandingWrit/BACKLOG.md	memory/backlog/TOOL.md:116	OPEN	OPEN	none	-	none	no
TOOL-aSurfacedLexicon-15	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:375	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-16	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:376	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-17	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:374	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-21	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:373	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-22	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:372	OPEN	OPEN	CLOSED	9128520f35150d13425d90c80a9e6cdc6fc21d09	commit-names-ask	yes
TOOL-aSurfacedLexicon-23	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:371	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-24	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:370	OPEN	OPEN	none	-	none	yes
TOOL-aSurfacedLexicon-25	memory/builds/aSurfacedLexicon/BACKLOG.md	memory/backlog/TOOL.md:369	OPEN	OPEN	none	-	none	yes
TOOL-aTetheredConvoy-1	memory/builds/aTetheredConvoy/BACKLOG.md	memory/backlog/TOOL.md:169	OPEN	OPEN	none	-	none	no
TOOL-aTimedTurnstile-2	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:118	OPEN	OPEN	CLOSED	2874c918ecefa6763e8a8c0460a7bad093244a19	commit-names-ask	no
TOOL-aTimedTurnstile-3	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:119	OPEN	OPEN	none	-	none	no
TOOL-aTimedTurnstile-4	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:120	OPEN	OPEN	none	-	none	no
TOOL-aTimedTurnstile-6	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:121	OPEN	OPEN	none	-	none	no
TOOL-aTimedTurnstile-7	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:123	OPEN	OPEN	none	-	none	no
TOOL-aTimedTurnstile-8	memory/builds/aTimedTurnstile/BACKLOG.md	memory/backlog/TOOL.md:122	OPEN	OPEN	none	-	none	no
TOOL-aUnblockedFleet-7	memory/builds/aUnblockedFleet/BACKLOG.md	memory/backlog/TOOL.md:298	OPEN	OPEN	none	-	none	yes
TOOL-aUnblockedFleet-8	memory/builds/aUnblockedFleet/BACKLOG.md	memory/backlog/TOOL.md:299	OPEN	OPEN	none	-	none	no
TOOL-aUnblockedFleet-9	memory/builds/aUnblockedFleet/BACKLOG.md	memory/backlog/TOOL.md:300	OPEN	OPEN	none	-	none	yes
TOOL-aUnmannedHelm-2	memory/builds/aUnmannedHelm/BACKLOG.md	memory/backlog/TOOL.md:106	OPEN	OPEN	none	-	none	no
TOOL-aUnmannedHelm-10	memory/builds/aUnmannedHelm/BACKLOG.md	memory/backlog/TOOL.md:109	OPEN	OPEN	none	-	none	no
TOOL-aWeighedCompass-3	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:387	OPEN	OPEN	none	-	none	no
TOOL-aWeighedCompass-4	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:388	OPEN	OPEN	none	-	none	no
TOOL-aWeighedCompass-7	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:391	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-8	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:392	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-9	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:393	OPEN	OPEN	none	-	none	no
TOOL-aWeighedCompass-11	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:395	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-13	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:397	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-16	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:400	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-18	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:402	OPEN	OPEN	none	-	none	yes
TOOL-aWeighedCompass-19	memory/builds/aWeighedCompass/BACKLOG.md	memory/backlog/TOOL.md:403	OPEN	OPEN	none	-	none	yes
TOOL-aWeldedTribunal-9	memory/builds/aWeldedTribunal/BACKLOG.md	memory/backlog/TOOL.md:406	OPEN	OPEN	CLOSED	274aa39b786c886991726896927337c0e3048e0c	commit-names-ask	yes
TOOL-aWeldedTribunal-10	memory/builds/aWeldedTribunal/BACKLOG.md	memory/backlog/TOOL.md:407	OPEN	OPEN	none	-	none	yes
TOOL-aWeldedTribunal-11	memory/builds/aWeldedTribunal/BACKLOG.md	memory/backlog/TOOL.md:408	OPEN	OPEN	none	-	none	yes
TOOL-aWeldedTribunal-12	memory/builds/aWeldedTribunal/BACKLOG.md	memory/backlog/TOOL.md:409	OPEN	OPEN	CLOSED	46cd3fc92bac81be3d387519101805d574082c9d	commit-names-ask	yes
TOOL-cBriefedPilot-7	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:135	OPEN	OPEN	CLOSED	65a94c84e8f0b4abeaf14b1855659765482a05f1	commit-names-ask	no
TOOL-cBriefedPilot-8	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:136	OPEN	OPEN	CLOSED	90205a06ffc9176b17296b2a35e2803bb101bf71	commit-names-ask	no
TOOL-cBriefedPilot-13	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:137	OPEN	OPEN	CLOSED	17305a11edc59083057626e2442e799211929b36	commit-names-ask	no
TOOL-cBriefedPilot-14	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:138	OPEN	OPEN	CLOSED	b8c5c1854d598b27f236f96a86bc385871b3fdf5	commit-names-ask	no
TOOL-cBriefedPilot-22	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:139	OPEN	OPEN	CLOSED	5e5d978376a4265ce48c71fd1c6f82b6e07feb50	commit-names-ask	no
TOOL-cBriefedPilot-23	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:152	OPEN	OPEN	CLOSED	3c4fa82d3d1d7a03019dc986efe345f52928578d	commit-names-ask	no
TOOL-cBriefedPilot-24	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:153	OPEN	OPEN	none	-	none	no
TOOL-cBriefedPilot-25	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:154	OPEN	OPEN	none	-	none	no
TOOL-cBriefedPilot-26	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:155	OPEN	OPEN	none	-	none	no
TOOL-cBriefedPilot-27	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:156	OPEN	OPEN	none	-	none	no
TOOL-cBriefedPilot-28	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:157	OPEN	OPEN	CLOSED	5c28e2e67256d6f3fb832575d52e4f71fa0eb170	commit-names-ask	no
TOOL-cBriefedPilot-29	memory/builds/cBriefedPilot/BACKLOG.md	memory/backlog/TOOL.md:158	OPEN	OPEN	none	-	none	no
TOOL-cFinalBerth-4	memory/builds/cFinalBerth/BACKLOG.md	memory/backlog/TOOL.md:127	OPEN	OPEN	none	-	none	no
TOOL-cFinalBerth-5	memory/builds/cFinalBerth/BACKLOG.md	memory/backlog/TOOL.md:128	OPEN	OPEN	CLOSED	c4568860fa71abe38ef79030cb790df47c4d9bda	commit-names-ask	no
TOOL-cGradedDebt-3	memory/builds/cGradedDebt/BACKLOG.md	memory/backlog/TOOL.md:8	OPEN	OPEN	none	-	none	yes
TOOL-cSettledDocket-7	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:159	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-8	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:160	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-9	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:161	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-10	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:162	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-11	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:163	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-12	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:164	OPEN	OPEN	CLOSED	66782601914647efd0b8e2896de57ed6a2321556	commit-names-ask	no
TOOL-cSettledDocket-13	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:165	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-14	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:166	OPEN	OPEN	none	-	none	no
TOOL-cSettledDocket-15	memory/builds/cSettledDocket/BACKLOG.md	memory/backlog/TOOL.md:167	OPEN	OPEN	none	-	none	no
TOOL-cTracedPromise-2	memory/builds/cTracedPromise/BACKLOG.md	memory/backlog/TOOL.md:129	OPEN	OPEN	CLOSED	0113e6afe9e303d8ebb0e16c01387fe92365e13f	commit-names-ask	no
TOOL-cTracedPromise-3	memory/builds/cTracedPromise/BACKLOG.md	memory/backlog/TOOL.md:130	OPEN	OPEN	none	-	none	no
TOOL-cTracedPromise-4	memory/builds/cTracedPromise/BACKLOG.md	memory/backlog/TOOL.md:131	OPEN	OPEN	none	-	none	no
TOOL-cTracedPromise-5	memory/builds/cTracedPromise/BACKLOG.md	memory/backlog/TOOL.md:132	OPEN	OPEN	none	-	none	no
TOOL-cTracedPromise-7	memory/builds/cTracedPromise/BACKLOG.md	memory/backlog/TOOL.md:134	OPEN	OPEN	none	-	none	no
TOOL-dBriefedPass-6	memory/builds/dBriefedPass/BACKLOG.md	memory/backlog/TOOL.md:341	OPEN	OPEN	none	-	none	yes
TOOL-dBriefedPass-7	memory/builds/dBriefedPass/BACKLOG.md	memory/backlog/TOOL.md:342	OPEN	OPEN	none	-	none	yes
TOOL-dCarriedReceipt-1	memory/builds/dCarriedReceipt/BACKLOG.md	memory/backlog/TOOL.md:261	OPEN	OPEN	none	-	none	yes
TOOL-dCarriedReceipt-2	memory/builds/dCarriedReceipt/BACKLOG.md	memory/backlog/TOOL.md:262	OPEN	OPEN	none	-	none	yes
TOOL-dCarriedReceipt-3	memory/builds/dCarriedReceipt/BACKLOG.md	memory/backlog/TOOL.md:263	OPEN	OPEN	none	-	none	yes
TOOL-dCarriedReceipt-4	memory/builds/dCarriedReceipt/BACKLOG.md	memory/backlog/TOOL.md:264	OPEN	OPEN	none	-	none	yes
TOOL-dClosedLexicon-1	memory/builds/dClosedLexicon/BACKLOG.md	memory/backlog/TOOL.md:140	SPECCED	OPEN	CLOSED	0007b357cea51c5d06469d912b39f70fe93c5ee4	commit-names-ask	yes
TOOL-dClosedLexicon-14	memory/builds/dClosedLexicon/BACKLOG.md	memory/backlog/TOOL.md:142	OPEN	OPEN	none	-	none	no
TOOL-dFoldedVerdict-7	memory/builds/dFoldedVerdict/BACKLOG.md	memory/backlog/TOOL.md:31	OPEN	OPEN	CLOSED	102e98f0ca05d01425a2d24365398b88fab9ab0b	commit-names-ask	yes
TOOL-dFoldedVerdict-9	memory/builds/dFoldedVerdict/BACKLOG.md	memory/backlog/TOOL.md:29	OPEN	OPEN	none	-	none	yes
TOOL-dFramedEntrypoint-1	memory/builds/dFramedEntrypoint/BACKLOG.md	memory/backlog/TOOL.md:59	OPEN	OPEN	CLOSED	57c24d0c71551457cddc8ca7fdbea29609c0a5b7	commit-names-ask	no
TOOL-dHonouredPark-5	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:265	OPEN	OPEN	CLOSED	eb4b0660a54426dbbb36cdecc50ebbdd6e3d8e4f	commit-names-ask	no
TOOL-dHonouredPark-6	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:266	OPEN	OPEN	none	-	none	yes
TOOL-dHonouredPark-7	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:267	OPEN	OPEN	none	-	none	yes
TOOL-dHonouredPark-8	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:268	OPEN	OPEN	none	-	none	yes
TOOL-dHonouredPark-9	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:269	OPEN	OPEN	CLOSED	fa5061fa3107bc17b3043e3ff0d0f3739c27be18	commit-names-ask	yes
TOOL-dHonouredPark-10	memory/builds/dHonouredPark/BACKLOG.md	memory/backlog/TOOL.md:270	OPEN	OPEN	none	-	none	yes
TOOL-dMispairedQuote-4	memory/builds/dMispairedQuote/BACKLOG.md	memory/backlog/TOOL.md:314	OPEN	OPEN	none	-	none	yes
TOOL-dMispairedQuote-5	memory/builds/dMispairedQuote/BACKLOG.md	memory/backlog/TOOL.md:315	OPEN	OPEN	none	-	none	yes
TOOL-dMispairedQuote-6	memory/builds/dMispairedQuote/BACKLOG.md	memory/backlog/TOOL.md:317	OPEN	OPEN	none	-	none	yes
TOOL-dMispairedQuote-8	memory/builds/dMispairedQuote/BACKLOG.md	memory/backlog/TOOL.md:316	OPEN	OPEN	none	-	none	yes
TOOL-dScrubbedConduit-3	memory/builds/dScrubbedConduit/BACKLOG.md	memory/backlog/TOOL.md:227	OPEN	OPEN	none	-	none	yes
TOOL-dSealedTally-2	memory/builds/dSealedTally/BACKLOG.md	memory/backlog/TOOL.md:368	OPEN	OPEN	none	-	none	yes
TOOL-dSettledRoster-1	memory/builds/dSettledRoster/BACKLOG.md	memory/backlog/TOOL.md:79	OPEN	OPEN	none	-	none	no
TOOL-dSettledRoster-4	memory/builds/dSettledRoster/BACKLOG.md	memory/backlog/TOOL.md:75	OPEN	OPEN	CLOSED	1a5a1895b53a4553fa92e6fc01e34af09ee5d0da	commit-names-ask	no
TOOL-dSettledRoster-6	memory/builds/dSettledRoster/BACKLOG.md	memory/backlog/TOOL.md:62	OPEN	OPEN	none	-	none	no
TOOL-dSpentCeiling-4	memory/builds/dSpentCeiling/BACKLOG.md	memory/backlog/TOOL.md:272	OPEN	OPEN	none	-	none	yes
TOOL-dSpentCeiling-5	memory/builds/dSpentCeiling/BACKLOG.md	memory/backlog/TOOL.md:273	OPEN	OPEN	none	-	none	yes
TOOL-dSpentCeiling-6	memory/builds/dSpentCeiling/BACKLOG.md	memory/backlog/TOOL.md:274	OPEN	OPEN	CLOSED	68d2c152e8ed29efb828f8fec339162155e88556	commit-names-ask	yes
TOOL-dSpentCeiling-7	memory/builds/dSpentCeiling/BACKLOG.md	memory/backlog/TOOL.md:275	OPEN	OPEN	none	-	none	yes
TOOL-dSpentCeiling-8	memory/builds/dSpentCeiling/BACKLOG.md	memory/backlog/TOOL.md:276	OPEN	OPEN	CLOSED	621e86d49630f8c003888fcea43aa055bcf76c9a	commit-names-ask	yes
TOOL-dTieredTribunal-4	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:280	OPEN	OPEN	none	-	none	yes
TOOL-dTieredTribunal-6	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:284	OPEN	OPEN	none	-	none	yes
TOOL-dTieredTribunal-16	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:294	OPEN	OPEN	none	-	none	yes
TOOL-dTieredTribunal-17	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:295	OPEN	OPEN	none	-	none	yes
TOOL-dTieredTribunal-21	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:293	OPEN	OPEN	none	-	none	no
TOOL-dTieredTribunal-22	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:288	OPEN	OPEN	none	-	none	no
TOOL-dTieredTribunal-23	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:289	OPEN	OPEN	none	-	none	no
TOOL-dTieredTribunal-24	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:292	OPEN	OPEN	none	-	none	no
TOOL-dTieredTribunal-27	memory/builds/dTieredTribunal/BACKLOG.md	memory/backlog/TOOL.md:291	OPEN	OPEN	CLOSED	621e86d49630f8c003888fcea43aa055bcf76c9a	commit-names-ask	no
TOOL-dUnstalledConvoy-14	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:73	OPEN	OPEN	none	-	none	no
TOOL-dUnstalledConvoy-15	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:72	OPEN	OPEN	none	-	none	no
TOOL-dUnstalledConvoy-16	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:71	OPEN	OPEN	CLOSED	6b5e035fae57d1d62af21d1c8dad92dc31293761	commit-names-ask	no
TOOL-dUnstalledConvoy-18	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:69	OPEN	OPEN	none	-	none	no
TOOL-dUnstalledConvoy-19	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:68	OPEN	OPEN	CLOSED	914420de10c88b7236e022efbc0b73488f8e13cb	commit-names-ask	no
TOOL-dUnstalledConvoy-23	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:67	OPEN	OPEN	CLOSED	2977841c7e3d083010619fa2ea48774976319ed3	commit-names-ask	no
TOOL-dUnstalledConvoy-24	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:61	OPEN	OPEN	CLOSED	8f406d42dd646c491b264b0bbe3b00170ee69c28	commit-names-ask	no
TOOL-dUnstalledConvoy-34	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:228	OPEN	OPEN	none	-	none	yes
TOOL-dUnstalledConvoy-35	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:229	OPEN	OPEN	none	-	none	yes
TOOL-dUnstalledConvoy-36	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:230	OPEN	OPEN	none	-	none	yes
TOOL-dUnstalledConvoy-37	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:231	OPEN	OPEN	none	-	none	yes
TOOL-dUnstalledConvoy-38	memory/builds/dUnstalledConvoy/BACKLOG.md	memory/backlog/TOOL.md:232	OPEN	OPEN	none	-	none	yes
examined	334
